Start (s),End (s),Scientific name,Common name,Confidence,File
27.0,30.0,Geothlypis trichas,Common Yellowthroat,0.1623,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
81.0,84.0,Cardinalis cardinalis,Northern Cardinal,0.1137,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
82.5,85.5,Cardinalis cardinalis,Northern Cardinal,0.1645,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
99.0,102.0,Junco hyemalis,Dark-eyed Junco,0.1007,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
102.0,105.0,Sitta canadensis,Red-breasted Nuthatch,0.3785,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
103.5,106.5,Cardinalis cardinalis,Northern Cardinal,0.1466,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
106.5,109.5,Cardinalis cardinalis,Northern Cardinal,0.1455,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
135.0,138.0,Sitta canadensis,Red-breasted Nuthatch,0.1097,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
141.0,144.0,Junco hyemalis,Dark-eyed Junco,0.2179,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
142.5,145.5,Sitta canadensis,Red-breasted Nuthatch,0.1802,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
144.0,147.0,Sitta canadensis,Red-breasted Nuthatch,0.8084,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
147.0,150.0,Junco hyemalis,Dark-eyed Junco,0.1920,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
154.5,157.5,Junco hyemalis,Dark-eyed Junco,0.2695,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
156.0,159.0,Junco hyemalis,Dark-eyed Junco,0.9433,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
157.5,160.5,Cardinalis cardinalis,Northern Cardinal,0.1070,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
159.0,162.0,Junco hyemalis,Dark-eyed Junco,0.3350,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
160.5,163.5,Junco hyemalis,Dark-eyed Junco,0.5909,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
169.5,172.5,Sitta canadensis,Red-breasted Nuthatch,0.1253,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
171.0,174.0,Sitta canadensis,Red-breasted Nuthatch,0.2656,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
172.5,175.5,Sitta canadensis,Red-breasted Nuthatch,0.1933,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
172.5,175.5,Certhia americana,Brown Creeper,0.1120,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
174.0,177.0,Cardinalis cardinalis,Northern Cardinal,0.2057,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
174.0,177.0,Geothlypis trichas,Common Yellowthroat,0.1031,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
175.5,178.5,Geothlypis trichas,Common Yellowthroat,0.2176,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
175.5,178.5,Cardinalis cardinalis,Northern Cardinal,0.1995,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
177.0,180.0,Cardinalis cardinalis,Northern Cardinal,0.2629,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
177.0,180.0,Haemorhous purpureus,Purple Finch,0.2570,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
177.0,180.0,Geothlypis trichas,Common Yellowthroat,0.1110,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
178.5,181.5,Cardinalis cardinalis,Northern Cardinal,0.1607,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
178.5,181.5,Geothlypis trichas,Common Yellowthroat,0.1050,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
183.0,186.0,Sitta canadensis,Red-breasted Nuthatch,0.1961,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
189.0,192.0,Cardinalis cardinalis,Northern Cardinal,0.1046,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
193.5,196.5,Cardinalis cardinalis,Northern Cardinal,0.1214,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
195.0,198.0,Cardinalis cardinalis,Northern Cardinal,0.1136,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
199.5,202.5,Poecile atricapillus,Black-capped Chickadee,0.1022,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
207.0,210.0,Cardinalis cardinalis,Northern Cardinal,0.2091,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
208.5,211.5,Cardinalis cardinalis,Northern Cardinal,0.1270,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
210.0,213.0,Cardinalis cardinalis,Northern Cardinal,0.1556,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
220.5,223.5,Cardinalis cardinalis,Northern Cardinal,0.1155,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
273.0,276.0,Passer domesticus,House Sparrow,0.1024,/Users/lillianwang/Downloads/research/kate 25-4-23/BirdCallRate01_048K_SibleyRegional_ZoomRecorder_20250423_081530.flac
